insti_ID,nirf_year,domain,fin_year,library,equipment,workshops,studios,capital_assets,salaries,maintenance,seminars,research_amount,consultancy_amount,sponsored_projects,funding_agencies
IR-E-U-0217,2025,Engineering,2021-22,11726264.0,5764519.0,426966.0,,,316462787.0,25169308.0,426966.0,3019493.0,974864.0,6.0,6.0
IR-E-U-0899,2025,Engineering,2023-24,,,,,,356859562.0,292806819.0,5980923.0,155000000.0,7744000.0,35.0,16.0
IR-E-U-0899,2025,Engineering,2022-23,,,,,,213163355.0,92315806.0,674258.0,122400000.0,5700000.0,25.0,8.0
IR-E-U-0899,2025,Engineering,2021-22,,,,,,176862332.0,66968117.0,510025.0,71000000.0,2000000.0,18.0,9.0
IR-E-U-0535,2025,Engineering,2023-24,40228474.0,272655685.0,2223451.0,,,,,,74866157.0,9184553.0,116.0,16.0
IR-E-U-0535,2025,Engineering,2022-23,48913855.0,140757719.0,8756800.0,,,,,,77350612.0,8508015.0,96.0,16.0
IR-E-U-0535,2025,Engineering,2021-22,8884446.0,89407919.0,0.0,,,,,,81943812.0,7723381.0,66.0,12.0
IR-E-U-0384,2025,Engineering,2023-24,25778501.0,29089872.0,50740005.0,,,588577332.0,336062981.0,50740005.0,3826290.0,1082068.0,3.0,3.0
IR-E-U-0384,2025,Engineering,2022-23,79658100.0,20978848.0,857447.0,,,576464270.0,323016297.0,857447.0,3352626.0,749980.0,5.0,4.0
IR-E-U-0384,2025,Engineering,2021-22,33281975.0,27511605.0,1118373.0,,,508787974.0,324539553.0,1118373.0,2904405.0,357866.0,6.0,5.0
IR-E-U-0043,2025,Engineering,2023-24,97819410.0,65792618.0,4686164.0,,,549916720.0,391430514.0,4686164.0,65200000.0,96158000.0,,
IR-E-U-0043,2025,Engineering,2022-23,58122535.0,42250151.0,5992909.0,,,452468671.0,433128804.0,5992909.0,25096900.0,53449920.0,,
IR-E-U-0043,2025,Engineering,2021-22,34622127.0,20098117.0,4202500.0,,,377806077.0,360650608.0,4202500.0,19620000.0,22553000.0,,
IR-E-U-0284,2025,Engineering,2023-24,169894174.0,55876242.0,223359599.0,,,,,,94150229.0,87300000.0,41.0,22.0
IR-E-U-0284,2025,Engineering,2022-23,93198806.0,15783449.0,49328653.0,,,,,,53133055.0,97743489.0,63.0,38.0
IR-E-U-0284,2025,Engineering,2021-22,159182034.0,25300567.0,93839064.0,,,,,,44204172.0,80947461.0,43.0,19.0
IR-E-U-0207,2025,Engineering,2023-24,117932029.0,37165334.0,16800642.0,,,892977412.0,470807984.0,16800642.0,175658166.0,8756629.0,,
IR-E-U-0207,2025,Engineering,2022-23,205437744.0,40039505.0,6575955.0,,,740051982.0,325776674.0,6575955.0,80218633.0,4126647.0,,
IR-E-U-0207,2025,Engineering,2021-22,116807266.0,32702870.0,2872735.0,,,654305850.0,270257352.0,2872735.0,76369603.0,3600685.0,,
IR-E-U-0619,2025,Engineering,2023-24,99441194.0,39496932.0,7729632.0,,,292798170.0,73692129.0,7729632.0,40855792.0,25006955.0,,
IR-E-U-0619,2025,Engineering,2022-23,81677607.0,142778633.0,2642184.0,,,217245251.0,59528568.0,2642184.0,37772560.0,21470316.0,,
IR-E-U-0619,2025,Engineering,2021-22,30480857.0,132653331.0,56500.0,,,217748440.0,45566401.0,56500.0,71477898.0,13688085.0,,
IR-E-U-0223,2025,Engineering,2023-24,136285284.0,8745821.0,2614956.0,,,721694301.0,298200402.0,2614956.0,53622596.0,48722596.0,28.0,18.0
IR-E-U-0223,2025,Engineering,2022-23,115622557.0,10152686.0,3518480.0,,,651715652.0,180265923.0,3518480.0,27847500.0,51692864.0,24.0,19.0
IR-E-U-0223,2025,Engineering,2021-22,98628713.0,9369584.0,1475579.0,,,561278263.0,133859344.0,1475579.0,54243158.0,31176224.0,23.0,13.0
IR-E-U-0172,2025,Engineering,2023-24,96807000.0,22806000.0,21549000.0,,,1048845000.0,483262000.0,21549000.0,66134000.0,92322558.0,25.0,10.0
IR-E-U-0172,2025,Engineering,2022-23,128420884.0,21739204.0,19994914.0,,,1035470000.0,382870000.0,19994914.0,54135000.0,73662282.0,21.0,6.0
IR-E-U-0172,2025,Engineering,2021-22,2307912.0,144113742.0,3845000.0,,,990442000.0,386617000.0,3845000.0,63452000.0,75375457.0,24.0,8.0
IR-E-U-0092,2025,Engineering,2023-24,54899237.0,30672070.0,3430395.0,,,,,,43209839.0,41533822.0,93.0,21.0
IR-E-U-0092,2025,Engineering,2022-23,52906875.0,31484310.0,1037925.0,,,,,,23410681.0,50025932.0,112.0,32.0
IR-E-U-0092,2025,Engineering,2021-22,104276120.0,33725187.0,1774500.0,,,,,,21503233.0,24211185.0,101.0,30.0
IR-E-U-0489,2025,Engineering,2023-24,50912317.0,54262109.0,2574126.0,,,821877836.0,428637805.0,2574126.0,63582288.0,12358424.0,,
IR-E-U-0489,2025,Engineering,2022-23,10473080.0,34005665.0,5723385.0,,,710750705.0,189325932.0,5723385.0,42438893.0,6922100.0,,
IR-E-U-0489,2025,Engineering,2021-22,24910693.0,13354250.0,1390951.0,,,495346116.0,120541321.0,1390951.0,56459785.0,5288775.0,,
IR-E-C-24004,2025,Engineering,2023-24,134512812.0,664884212.0,9347854.0,,,1257453124.0,294512457.0,9347854.0,0.0,92692499.0,,
IR-E-C-24004,2025,Engineering,2022-23,122825631.0,584284637.0,7178734.0,,,1123910849.0,216683873.0,7178734.0,0.0,91023213.0,,
IR-E-C-24004,2025,Engineering,2021-22,119850620.0,525479681.0,7167895.0,,,621230000.0,215678345.0,7167895.0,43826325.0,85660729.0,,
IR-E-U-0373,2025,Engineering,2023-24,116601538.0,20293970.0,17685205.0,,,,,,9494392.0,20428461.0,9.0,6.0
IR-E-U-0373,2025,Engineering,2022-23,58665685.0,17832729.0,11464001.0,,,,,,6430769.0,0.0,13.0,8.0
IR-E-U-0373,2025,Engineering,2021-22,69542579.0,12141234.0,9553334.0,,,,,,983367.0,0.0,25.0,22.0
IR-E-U-1257,2025,Engineering,2023-24,255655632.0,26581925.0,4636488.0,,,845143303.0,587031730.0,4636488.0,231384775.0,131233513.0,,
IR-E-U-1257,2025,Engineering,2022-23,241138969.0,74423912.0,4129022.0,,,752492112.0,585097664.0,4129022.0,176507848.0,127212607.0,,
IR-E-U-1257,2025,Engineering,2021-22,213597163.0,95252546.0,2935386.0,,,686383742.0,585684297.0,2935386.0,227821000.0,118932000.0,,
IR-E-C-19754,2025,Engineering,2023-24,34307864.0,111869584.0,10685254.0,,,553179673.0,246163576.0,10685254.0,2216320.0,2839456.0,,
IR-E-C-19754,2025,Engineering,2022-23,20264099.0,72863816.0,641200.0,,,355645492.0,188450337.0,641200.0,1100000.0,1772595.0,,
IR-E-C-19754,2025,Engineering,2021-22,17160564.0,48187931.0,249000.0,,,306523859.0,125252826.0,249000.0,750000.0,0.0,,
IR-E-U-0297,2025,Engineering,2023-24,26207574.0,137924844.0,13202681.0,,,267284114.0,211124441.0,13202681.0,538312000.0,39896816.0,57.0,29.0
IR-E-U-0297,2025,Engineering,2022-23,74520420.0,124591416.0,4374324.0,,,229430777.0,127814383.0,4374324.0,286584207.0,296165380.0,32.0,15.0
IR-E-U-0297,2025,Engineering,2021-22,65000000.0,75027262.0,37180000.0,,,198920151.0,126312227.0,37180000.0,256020430.0,154365785.0,20.0,10.0
IR-E-U-0078,2025,Engineering,2023-24,19114812.0,22541298.0,1446430.0,,,,,,206078035.0,26723424.0,31.0,24.0
IR-E-U-0078,2025,Engineering,2022-23,15087022.0,16655187.0,337933.0,,,,,,252879214.0,21581185.0,54.0,18.0
IR-E-U-0078,2025,Engineering,2021-22,725656.0,10515565.0,25000.0,,,,,,124857916.0,23538678.0,37.0,27.0
IR-E-U-0017,2025,Engineering,2023-24,89755706.0,188690918.0,815000.0,,,1977224435.0,522695518.0,815000.0,90578322.0,265274862.0,,
IR-E-U-0017,2025,Engineering,2022-23,15774610.0,35599520.0,3965000.0,,,1513287840.0,526400941.0,3965000.0,2457715.0,258337572.0,,
IR-E-U-0017,2025,Engineering,2021-22,13891146.0,23579398.0,1250000.0,,,1460197617.0,389065295.0,1250000.0,1125600.0,232600000.0,,
IR-E-C-30045,2025,Engineering,2023-24,381724752.0,59769561.0,133058559.0,,,570060720.0,488347758.0,133058559.0,28977803.0,20729360.0,10.0,10.0
IR-E-C-30045,2025,Engineering,2022-23,363142488.0,65759236.0,154964768.0,,,534337898.0,473249824.0,154964768.0,21971371.0,10862580.0,12.0,12.0
IR-E-C-30045,2025,Engineering,2021-22,246314251.0,49575688.0,153649264.0,,,528433791.0,453398244.0,153649264.0,10748853.0,6726300.0,7.0,7.0
IR-E-U-0267,2025,Engineering,2023-24,20391122.0,34256063.0,11563195.0,,,,,,21410925.0,220210.0,40.0,20.0
IR-E-U-0267,2025,Engineering,2022-23,8561180.0,13180969.0,3925502.0,,,,,,13033163.0,1862159.0,31.0,15.0
IR-E-U-0267,2025,Engineering,2021-22,1328077.0,3175769.0,1287012.0,,,,,,12181307.0,3489575.0,37.0,11.0
IR-E-U-0189,2025,Engineering,2023-24,8490050.0,80254466.0,8776791.0,,,,,,52812176.0,39020818.0,32.0,11.0
IR-E-U-0189,2025,Engineering,2022-23,6480222.0,102412653.0,145265.0,,,,,,9956757.0,38594561.0,33.0,12.0
IR-E-U-0189,2025,Engineering,2021-22,10760276.0,69738938.0,63728.0,,,,,,12328330.0,28769449.0,35.0,12.0
IR-E-U-0147,2025,Engineering,2023-24,155630030.0,137073097.0,9819335.0,,,788778861.0,343137628.0,9819335.0,67214679.0,10847831.0,,
IR-E-U-0147,2025,Engineering,2022-23,180479538.0,166274737.0,6664516.0,,,708929137.0,356698993.0,6664516.0,63777415.0,5756775.0,,
IR-E-U-0147,2025,Engineering,2021-22,71572442.0,86995731.0,6532710.0,,,555219567.0,230540396.0,6532710.0,27140193.0,3415746.0,,
IR-E-U-0621,2025,Engineering,2023-24,20106750.0,91303913.0,4724245.0,,,201817285.0,109306681.0,4724245.0,21046836.0,5463793.0,,
IR-E-U-0621,2025,Engineering,2022-23,63043503.0,138214986.0,5715969.0,,,188350956.0,89330583.0,5715969.0,15447732.0,5967920.0,,
IR-E-U-0621,2025,Engineering,2021-22,53045079.0,112499794.0,1187275.0,,,133034833.0,69557543.0,1187275.0,15931728.0,2573939.0,,
IR-E-C-36995,2025,Engineering,2023-24,187339964.0,79597448.0,28012500.0,,,,,,15002754.0,24006128.0,22.0,17.0
IR-E-C-36995,2025,Engineering,2022-23,167267825.0,71069274.0,27543764.0,,,,,,4179419.0,23482583.0,14.0,14.0
IR-E-C-36995,2025,Engineering,2021-22,155654898.0,68825321.0,23057589.0,,,,,,929882.0,23186547.0,23.0,16.0
IR-M-S-8890,2025,Management,2023-24,7077962.0,26807108.0,35912471.0,,,1947225645.0,1551368640.0,35912471.0,61305275.0,941983370.0,125.0,70.0
IR-M-S-8890,2025,Management,2022-23,304833704.0,67135929.0,20815747.0,,,1418107001.0,1163105040.0,20815747.0,88479698.0,814639748.0,89.0,56.0
IR-M-S-8890,2025,Management,2021-22,25255006.0,43085539.0,4219645.0,,,1547799306.0,846735938.0,4219645.0,94342701.0,421632755.0,54.0,46.0
IR-M-S-8903,2025,Management,2023-24,16450788.0,66413464.0,22694503.0,,,1095873016.0,1198065519.0,22694503.0,105204229.0,631657932.0,18.0,18.0
IR-M-S-8903,2025,Management,2022-23,122488787.0,129913368.0,18594865.0,,,1348763225.0,1511384981.0,18594865.0,38324405.0,763829277.0,16.0,16.0
IR-M-S-8903,2025,Management,2021-22,4470497.0,32591036.0,10276455.0,,,1040247924.0,1035043627.0,10276455.0,12760036.0,573395029.0,21.0,21.0
IR-M-S-8909,2025,Management,2023-24,101729362.0,53856838.0,16185577.0,,,879934690.0,1664456821.0,16185577.0,68662052.0,339686085.0,22.0,22.0
IR-M-S-8909,2025,Management,2022-23,120234245.0,93957400.0,12364142.0,,,719684756.0,1159928102.0,12364142.0,58516986.0,210059585.0,21.0,21.0
IR-M-S-8909,2025,Management,2021-22,43395508.0,26956103.0,29763138.0,,,550875441.0,840290093.0,29763138.0,64063042.0,429858707.0,18.0,18.0
IR-M-I-1074,2025,Management,2023-24,3921661.0,78854979.0,4578052.0,,,81215204.0,102270037.0,4578052.0,34296426.0,10949376.0,5.0,5.0
IR-M-I-1074,2025,Management,2022-23,108308328.0,94163588.0,1133128.0,,,84239787.0,162789453.0,1133128.0,31380070.0,11058393.0,6.0,5.0
IR-M-I-1074,2025,Management,2021-22,79880976.0,1307819.0,2249878.0,,,91810313.0,51662862.0,2249878.0,50115360.0,10177285.0,14.0,12.0
IR-M-S-8959,2025,Management,2023-24,,,,,,605260892.0,1034357653.0,124635956.0,650000.0,16548942.0,1.0,1.0
IR-M-S-8959,2025,Management,2022-23,,,,,,618481846.0,982366966.0,86179669.0,6381000.0,18571502.0,2.0,2.0
IR-M-S-8959,2025,Management,2021-22,,,,,,501286490.0,706400003.0,64882451.0,3547750.0,53128618.0,2.0,2.0
IR-M-S-8931,2025,Management,2023-24,136544460.0,35566036.0,32324794.0,,,625176315.0,948734172.0,32324794.0,40156175.0,47268814.0,22.0,17.0
IR-M-S-8931,2025,Management,2022-23,114626571.0,31549389.0,29722656.0,,,520791354.0,752443324.0,29722656.0,20061857.0,31042281.0,19.0,14.0
IR-M-S-8931,2025,Management,2021-22,87440262.0,28702146.0,21004466.0,,,521312035.0,634799097.0,21004466.0,17061857.0,23342281.0,17.0,13.0
IR-M-S-8972,2025,Management,2023-24,136100000.0,38238000.0,107952067.0,,,361300000.0,1586900000.0,107952067.0,261330975.0,204047000.0,14.0,20.0
IR-M-S-8972,2025,Management,2022-23,14500000.0,40010850.0,56283263.0,,,351500000.0,1070700000.0,56283263.0,111489869.0,171916000.0,22.0,9.0
IR-M-S-8972,2025,Management,2021-22,34100000.0,4816000.0,37800000.0,,,335000000.0,1210600000.0,37800000.0,79855567.0,49497000.0,7.0,7.0
IR-M-S-8918,2025,Management,2023-24,156851000.0,61653000.0,26262000.0,,,964705000.0,978492000.0,26262000.0,45873289.0,114222731.0,12.0,7.0
IR-M-S-8918,2025,Management,2022-23,182331000.0,54585000.0,16198000.0,,,853294000.0,763033000.0,16198000.0,91253220.0,301853026.0,9.0,4.0
IR-M-S-8918,2025,Management,2021-22,143519000.0,29873000.0,4805353.0,,,770126000.0,459477000.0,4805353.0,8892392.0,295745190.0,14.0,3.0
IR-M-I-1170,2025,Management,2023-24,27460607.0,59467305.0,7720434.0,,,687898266.0,467673479.0,7720434.0,5165603.0,19552586.0,1.0,1.0
IR-M-I-1170,2025,Management,2022-23,57648789.0,109447445.0,12265005.0,,,572088765.0,397892489.0,12265005.0,2550000.0,9635176.0,2.0,2.0
IR-M-I-1170,2025,Management,2021-22,15483655.0,23795760.0,672752.0,,,554774872.0,256521503.0,672752.0,0.0,24276289.0,0.0,0.0
IR-M-S-132,2025,Management,2023-24,,,,,,661831422.0,1474830635.0,44287978.0,1442500.0,182552402.0,1.0,2.0
IR-M-S-132,2025,Management,2022-23,,,,,,622256250.0,1257992007.0,23264941.0,0.0,158412386.0,0.0,0.0
IR-M-S-132,2025,Management,2021-22,,,,,,506095294.0,509639918.0,11704977.0,0.0,111908910.0,0.0,0.0
IR-M-C-19343,2025,Management,2023-24,94898218.0,55051120.0,29233722.0,,,193395424.0,298407552.0,29233722.0,15407374.0,38550349.0,46.0,7.0
IR-M-C-19343,2025,Management,2022-23,4556455.0,46404120.0,23492037.0,,,164288724.0,305738088.0,23492037.0,2544826.0,36927931.0,13.0,8.0
IR-M-C-19343,2025,Management,2021-22,441397.0,44448511.0,10739848.0,,,152243583.0,213298444.0,10739848.0,1303022.0,29382392.0,8.0,5.0
IR-M-U-0573,2025,Management,2023-24,11409660.0,58764854.0,1939582.0,,,222331412.0,166081318.0,1939582.0,8000000.0,1428000.0,15.0,13.0
IR-M-U-0573,2025,Management,2022-23,23668755.0,27793342.0,2449534.0,,,260396351.0,90599290.0,2449534.0,1850356.0,2821560.0,14.0,9.0
IR-M-U-0573,2025,Management,2021-22,8297139.0,19833297.0,856213.0,,,232416246.0,118646639.0,856213.0,29100000.0,13900000.0,7.0,6.0
IR-M-U-0456,2025,Management,2023-24,47711441.0,136211457.0,12471542.0,,,161071704.0,620362593.0,12471542.0,131607084.0,149751367.0,12.0,
IR-M-U-0456,2025,Management,2022-23,46824841.0,16445122.0,4455927.0,,,158208603.0,201203214.0,4455927.0,25450815.0,89637820.0,9.0,
IR-M-U-0456,2025,Management,2021-22,4910683.0,1276000.0,367382.0,,,126407964.0,48583641.0,367382.0,17278780.0,16956271.0,11.0,
IR-M-U-0306,2025,Management,2023-24,3644087.0,0.0,0.0,,,181719720.0,50138923.0,0.0,56793183.0,8620877.0,11.0,8.0
IR-M-U-0306,2025,Management,2022-23,165000287.0,0.0,0.0,,,185360147.0,1333592026.0,0.0,64027220.0,1451495.0,15.0,11.0
IR-M-U-0306,2025,Management,2021-22,76742915.0,0.0,0.0,,,144868669.0,1238639035.0,0.0,43209589.0,902000.0,18.0,14.0
IR-M-S-8868,2025,Management,2023-24,12988635.0,7066800.0,6216598.0,,,187371313.0,29354257.0,6216598.0,0.0,29840737.0,0.0,0.0
IR-M-S-8868,2025,Management,2022-23,23546790.0,1627395.0,7170974.0,,,137128230.0,395258086.0,7170974.0,1990639.0,24247750.0,1.0,1.0
IR-M-S-8868,2025,Management,2021-22,7114113.0,3162896.0,3448423.0,,,131562476.0,250858561.0,3448423.0,1349790.0,15869103.0,2.0,2.0
IR-M-S-8948,2025,Management,2023-24,32008130.0,0.0,2794997.0,,,153207164.0,399284876.0,2794997.0,636899.0,2371695.0,4.0,4.0
IR-M-S-8948,2025,Management,2022-23,29217095.0,0.0,1432243.0,,,146841946.0,308021585.0,1432243.0,127500.0,0.0,1.0,1.0
IR-M-S-8948,2025,Management,2021-22,101476738.0,0.0,15569.0,,,134738108.0,229233436.0,15569.0,0.0,0.0,0.0,0.0
IR-M-U-0102,2025,Management,2023-24,364900000.0,116406870.0,230730579.0,,,628330917.0,656044106.0,230730579.0,70924720.0,39624936.0,22.0,11.0
IR-M-U-0102,2025,Management,2022-23,278900000.0,74319479.0,191888605.0,,,624779807.0,619808016.0,191888605.0,57322500.0,9403359.0,25.0,14.0
IR-M-U-0102,2025,Management,2021-22,11845787.0,30575726.0,82165883.0,,,451804688.0,203876475.0,82165883.0,28203152.0,6554535.0,25.0,14.0
IR-M-S-8904,2025,Management,2023-24,75391445.0,987700.0,9243272.0,,,224758122.0,207725402.0,9243272.0,5799400.0,94163793.0,5.0,7.0
IR-M-S-8904,2025,Management,2022-23,22948758.0,0.0,6818525.0,,,211380699.0,163773669.0,6818525.0,3660960.0,50968600.0,3.0,3.0
IR-M-S-8904,2025,Management,2021-22,4494698.0,0.0,984378.0,,,171203752.0,119377501.0,984378.0,3000000.0,35555602.0,1.0,1.0
IR-M-S-8895,2025,Management,2023-24,23126967.0,2557394.0,8862729.0,,,180030740.0,408982522.0,8862729.0,8406300.0,69598705.0,6.0,6.0
IR-M-S-8895,2025,Management,2022-23,29008755.0,13536015.0,10519401.0,,,161564655.0,340383621.0,10519401.0,13221200.0,70090267.0,8.0,8.0
IR-M-S-8895,2025,Management,2021-22,561239575.0,4324119.0,4043823.0,,,105203489.0,476276805.0,4043823.0,12205800.0,33557651.0,7.0,7.0
IR-M-I-1044,2025,Management,2023-24,,,,,,580664784.0,118652510.0,48062777.0,7204989.0,35686162.0,3.0,11.0
IR-M-I-1044,2025,Management,2022-23,,,,,,519715168.0,116919767.0,47569461.0,12273473.0,43329947.0,4.0,5.0
IR-M-I-1044,2025,Management,2021-22,,,,,,454638670.0,78332267.0,19460104.0,7047040.0,43956659.0,2.0,3.0
IR-M-S-8942,2025,Management,2023-24,38455848.0,8126295.0,7107464.0,,,352190730.0,467730458.0,7107464.0,8870000.0,4464687.0,19.0,10.0
IR-M-S-8942,2025,Management,2022-23,29440191.0,2700956.0,5690750.0,,,326145868.0,455563570.0,5690750.0,220000.0,4575000.0,11.0,8.0
IR-M-S-8942,2025,Management,2021-22,55887260.0,726797.0,390136.0,,,273893107.0,345698239.0,390136.0,4690678.0,1953000.0,10.0,8.0
IR-M-U-0560,2025,Management,2023-24,16026422.0,24529238.0,3290118.0,,,118059787.0,57839912.0,3290118.0,33797500.0,293434.0,7.0,5.0
IR-M-U-0560,2025,Management,2022-23,14241010.0,2533381.0,2045396.0,,,96152347.0,39534254.0,2045396.0,4665918.0,1077307.0,5.0,3.0
IR-M-U-0560,2025,Management,2021-22,9676807.0,7093604.0,850404.0,,,87826026.0,34394565.0,850404.0,6362790.0,1772252.0,4.0,4.0
IR-M-S-8967,2025,Management,2023-24,540511897.0,11917329.0,12169732.0,,,215324063.0,402187388.0,12169732.0,47638190.0,4517800.0,8.0,8.0
IR-M-S-8967,2025,Management,2022-23,12510211.0,12627791.0,15304173.0,,,186295940.0,317167448.0,15304173.0,34157480.0,866838.0,8.0,4.0
IR-M-S-8967,2025,Management,2021-22,8829962.0,6742784.0,2145107.0,,,170766190.0,266444018.0,2145107.0,24298500.0,1030000.0,7.0,4.0
IR-M-N-10,2025,Management,2023-24,108320564.0,0.0,13088258.0,,,305697693.0,130070641.0,13088258.0,8189250.0,15181827.0,4.0,4.0
IR-M-N-10,2025,Management,2022-23,108500300.0,0.0,5930451.0,,,244681394.0,203384700.0,5930451.0,7209015.0,4954741.0,5.0,5.0
IR-M-N-10,2025,Management,2021-22,82336386.0,0.0,3457789.0,,,219536638.0,257900408.0,3457789.0,6823334.0,35148970.0,3.0,3.0
IR-M-S-15962,2025,Management,2023-24,15945000.0,0.0,31190860.0,,,217296140.0,197979000.0,31190860.0,13385425.0,37300152.0,8.0,8.0
IR-M-S-15962,2025,Management,2022-23,93586797.0,7366624.0,4682083.0,,,180064000.0,234580000.0,4682083.0,9848706.0,20663926.0,6.0,6.0
IR-M-S-15962,2025,Management,2021-22,40160934.0,8586355.0,2396147.0,,,135353000.0,183461853.0,2396147.0,1416551.0,9078040.0,4.0,4.0
IR-M-U-0436,2025,Management,2023-24,17389394.0,10890.0,876353.0,,,98583856.0,101871484.0,876353.0,6431232.0,2125000.0,5.0,5.0
IR-M-U-0436,2025,Management,2022-23,1797435.0,1663740.0,933969.0,,,98408343.0,59996880.0,933969.0,7880000.0,4126000.0,3.0,3.0
IR-M-U-0436,2025,Management,2021-22,81498.0,0.0,840830.0,,,81815622.0,59392071.0,840830.0,5230000.0,4500250.0,1.0,1.0
IR-M-I-1075,2025,Management,2023-24,1500000.0,200000.0,500000.0,,,65200000.0,33900000.0,500000.0,18211000.0,10486000.0,19.0,10.0
IR-M-I-1075,2025,Management,2022-23,867000.0,6206000.0,1080000.0,,,68290000.0,37630000.0,1080000.0,86407000.0,4599000.0,14.0,8.0
IR-M-I-1075,2025,Management,2021-22,503000.0,5907000.0,1000000.0,,,51600000.0,35922000.0,1000000.0,47201500.0,4780800.0,10.0,16.0
IR-M-U-0108,2025,Management,2023-24,,,,,,113123930.0,46028906.0,1437897.0,3280200.0,1682739.0,3.0,3.0
IR-M-U-0108,2025,Management,2022-23,,,,,,82820349.0,24702545.0,223751.0,1716775.0,1370982.0,3.0,2.0
IR-M-U-0108,2025,Management,2021-22,,,,,,79751592.0,12421432.0,49486.0,1032137.0,0.0,2.0,1.0
IR-M-U-1007,2025,Management,2023-24,496766821.0,36982559.0,16945240.0,,,239154767.0,379210138.0,16945240.0,7519558.0,14277069.0,7.0,5.0
IR-M-U-1007,2025,Management,2022-23,475065591.0,25789369.0,13807163.0,,,183679175.0,318358508.0,13807163.0,15448996.0,35568172.0,8.0,6.0
IR-M-U-1007,2025,Management,2021-22,147159942.0,7747331.0,11923800.0,,,147951643.0,134698191.0,11923800.0,7550000.0,14206871.0,3.0,3.0
IR-M-S-394,2025,Management,2023-24,9098940.0,13473227.0,29626620.0,,,461881243.0,300860208.0,29626620.0,600000.0,1147460.0,1.0,1.0
IR-M-S-394,2025,Management,2022-23,1854329.0,5958506.0,27209573.0,,,494192297.0,402156642.0,27209573.0,0.0,3158475.0,0.0,0.0
IR-M-S-394,2025,Management,2021-22,3595217.0,5990698.0,4510467.0,,,461190134.0,372274030.0,4510467.0,0.0,401000.0,0.0,0.0
IR-M-U-1006,2025,Management,2023-24,58479937.0,23358816.0,2335802.0,,,154515369.0,241202282.0,2335802.0,10045451.0,6285200.0,26.0,5.0
IR-M-U-1006,2025,Management,2022-23,1167086596.0,10287126.0,2587575.0,,,115941848.0,152365884.0,2587575.0,8655833.0,4217424.0,20.0,5.0
IR-M-U-1006,2025,Management,2021-22,882962000.0,16220572.0,1500000.0,,,70077000.0,81325000.0,1500000.0,4200000.0,5045000.0,10.0,2.0
IR-M-U-0747,2025,Management,2023-24,69379175.0,4262360.0,12237300.0,,,194506295.0,23236979.0,12237300.0,0.0,12844000.0,0.0,0.0
IR-M-U-0747,2025,Management,2022-23,67687000.0,4158400.0,12090935.0,,,181781584.0,22651383.0,12090935.0,0.0,13788700.0,0.0,0.0
IR-M-U-0747,2025,Management,2021-22,65136728.0,2609708.0,11040740.0,,,203071320.0,161090733.0,11040740.0,0.0,25771020.0,0.0,0.0
IR-M-S-14875,2025,Management,2023-24,10400000.0,5265000.0,9719000.0,,,215306000.0,549332000.0,9719000.0,6380891.0,3124000.0,8.0,8.0
IR-M-S-14875,2025,Management,2022-23,11356000.0,4829000.0,8800000.0,,,194580000.0,492635000.0,8800000.0,960000.0,7577349.0,1.0,1.0
IR-M-S-14875,2025,Management,2021-22,6193000.0,4747000.0,2651000.0,,,178601000.0,298814260.0,2651000.0,840000.0,737474.0,1.0,1.0
IR-M-S-6,2025,Management,2023-24,,,,,,159536495.0,297594708.0,30362133.0,112759200.0,15686960.0,6.0,6.0
IR-M-S-6,2025,Management,2022-23,,,,,,117906117.0,107593246.0,1528680.0,2877900.0,2779340.0,4.0,4.0
IR-M-S-6,2025,Management,2021-22,,,,,,93349324.0,109247344.0,1042968.0,0.0,775000.0,0.0,0.0
IR-M-U-1004,2025,Management,2023-24,460354092.0,13228527.0,8966304.0,,,177271898.0,292228544.0,8966304.0,2417610.0,25252322.0,6.0,2.0
IR-M-U-1004,2025,Management,2022-23,9950210.0,8015703.0,6321942.0,,,151567499.0,178535988.0,6321942.0,4306500.0,25508229.0,5.0,2.0
IR-M-U-1004,2025,Management,2021-22,34157580.0,3358588.0,3560603.0,,,106278516.0,104124368.0,3560603.0,2463000.0,17556305.0,1.0,1.0
IR-M-U-0564,2025,Management,2023-24,,,,,,205610787.0,229729410.0,9749762.0,450000.0,15262964.0,1.0,1.0
IR-M-U-0564,2025,Management,2022-23,,,,,,159489964.0,120152883.0,2245370.0,198500.0,11831390.0,1.0,1.0
IR-M-U-0564,2025,Management,2021-22,,,,,,143167116.0,117627198.0,3557372.0,318000.0,2536478.0,2.0,2.0
IR-M-N-16,2025,Management,2023-24,,,,,,308797724.0,356594504.0,1248950.0,34946458.0,21009439.0,16.0,16.0
IR-M-N-16,2025,Management,2022-23,,,,,,290142738.0,321568577.0,1301470.0,33936430.0,14438676.0,31.0,13.0
IR-M-N-16,2025,Management,2021-22,,,,,,373726938.0,146471512.0,1394420.0,28844636.0,11150631.0,13.0,13.0
IR-M-S-8937,2025,Management,2023-24,44980031.0,16900343.0,4972075.0,,,239284139.0,503706116.0,4972075.0,1658345.0,6207588.0,3.0,3.0
IR-M-S-8937,2025,Management,2022-23,107115651.0,17096739.0,29975689.0,,,218225691.0,425993011.0,29975689.0,5457348.0,10315000.0,2.0,1.0
IR-M-S-8937,2025,Management,2021-22,568170501.0,77389112.0,5422640.0,,,163493586.0,205216305.0,5422640.0,4128059.0,3877808.0,2.0,2.0
